,SPX.GI,FTSE.GI,FCHI.GI,GDAXI.GI,N225.GI,HSI.HI,000300.SH,SENSEX.GI
,标普500,英国富时100,法国CAC40,德国DAX,日经225,恒生指数,沪深300,印度SENSEX30
,收盘价,收盘价,收盘价,收盘价,收盘价,收盘价,收盘价,收盘价
2019/7/23,3005.47,7556.86,5618.16,12490.74,21620.88,28466.48,3789.9135,37982.74
2019/7/24,3019.56,7501.46,5605.87,12522.89,21709.57,28524.04,3819.8325,37847.65
2019/7/25,3003.67,7489.05,5578.05,12362.1,21756.55,28594.3,3851.0665,37830.98
2019/7/26,3025.86,7549.06,5610.05,12419.9,21658.15,28397.74,3858.5688,37882.79
2019/7/29,3020.97,7686.61,5601.1,12417.47,21616.8,28106.41,3854.2704,37686.37
2019/7/30,3013.18,7646.77,5511.07,12147.24,21709.31,28146.5,3870.3176,37397.24
2019/7/31,2980.38,7586.78,5518.9,12189.04,21521.53,27777.75,3835.3589,37481.12
2019/8/1,2953.56,7584.87,5557.41,12253.15,21540.99,27565.7,3803.4694,37018.32
2019/8/2,2932.05,7407.06,5359,11872.44,21087.16,26918.58,3747.4379,37118.22
2019/8/5,2844.74,7223.85,5241.55,11658.51,20720.29,26151.32,3675.6884,36699.84
2019/8/6,2881.77,7171.69,5234.65,11567.96,20585.31,25976.24,3636.3289,36976.85
2019/8/7,2883.98,7198.7,5266.51,11650.15,20516.56,25997.03,3621.431,36690.5
2019/8/8,2938.09,7285.9,5387.96,11845.41,20593.35,26120.77,3669.2936,37327.36
2019/8/9,2918.65,7253.85,5327.92,11693.8,20684.82,25939.3,3633.5296,37581.91
2019/8/12,2883.75,7226.72,5310.31,11679.68,,25824.72,3699.1047,
2019/8/13,2926.32,7250.9,5363.07,11750.13,20455.44,25281.3,3665.7515,36958.16
2019/8/14,2840.6,7147.88,5251.3,11492.66,20655.13,25302.28,3682.4015,37311.53
2019/8/15,2847.6,7067.01,5236.93,11412.67,20405.65,25495.46,3694.0006,
2019/8/16,2888.68,7117.15,5300.79,11562.74,20418.81,25734.22,3710.5386,37350.33
2019/8/19,2923.65,7189.65,5371.56,11715.37,20563.16,26291.84,3791.0946,37402.49
2019/8/20,2900.51,7125,5344.64,11651.18,20677.22,26231.54,3787.7324,37328.01
2019/8/21,2924.43,7203.97,5435.48,11802.85,20618.57,26270.04,3781.7579,37060.37
2019/8/22,2922.95,7128.18,5388.25,11747.04,20628.01,26048.72,3793.5061,36472.93
2019/8/23,2847.11,7094.98,5326.87,11611.51,20710.91,26179.33,3820.8638,36701.16
2019/8/26,2878.38,,5351.02,11658.04,20261.04,25680.33,3765.9105,37494.12
2019/8/27,2869.16,7089.58,5387.09,11730.02,20456.08,25664.07,3816.9459,37641.27
2019/8/28,2887.94,7114.71,5368.8,11701.02,20479.42,25615.48,3802.5844,37451.84
2019/8/29,2924.58,7184.32,5449.97,11838.88,20460.93,25703.5,3790.1867,37068.93
2019/8/30,2926.46,7207.18,5480.48,11939.28,20704.37,25724.73,3799.5863,37332.79
2019/9/2,,7281.94,5493.04,11953.78,20620.19,25626.55,3848.3198,
2019/9/3,2906.27,7268.19,5466.07,11910.86,20625.16,25527.85,3853.6106,36562.91
2019/9/4,2937.78,7311.26,5532.07,12025.04,20649.14,26523.23,3886.0012,36724.74
2019/9/5,2976,7271.17,5593.37,12126.78,21085.94,26515.53,3925.323,36644.42
2019/9/6,2978.71,7282.34,5603.99,12191.73,21199.57,26690.76,3948.5075,36981.77
2019/9/9,2978.43,7235.81,5588.95,12226.1,21318.42,26681.4,3972.9484,37145.45
2019/9/10,2979.39,7267.95,5593.21,12268.71,21392.1,26683.68,3959.265,
2019/9/11,3000.93,7338.03,5618.06,12359.07,21597.76,27159.06,3930.0999,37270.82
2019/9/12,3009.57,7344.67,5642.86,12410.25,21759.61,27087.63,3972.3799,37104.28
2019/9/13,,,,,21988.29,,,
2019/9/16,2997.96,7321.41,5602.23,12380.31,,27124.55,3957.7154,37123.31
2019/9/17,3005.7,7320.4,5615.51,12372.61,22001.32,26790.24,3891.2208,36481.09
2019/9/18,3006.73,7314.05,5620.65,12389.62,21960.71,26754.12,3910.0837,36563.88
2019/9/19,3006.79,7356.42,5659.08,12457.7,22044.45,26468.95,3924.3823,36093.47
2019/9/20,2992.07,7344.92,5690.78,12468.01,22079.09,26435.67,3935.6511,38014.62
2019/9/23,2991.78,7326.08,5630.76,12342.33,,26222.4,3890.6616,39090.03
2019/9/24,2966.6,7291.43,5628.33,12307.15,22098.84,26281,3901.0758,39097.14
2019/9/25,2984.87,7289.99,5583.8,12234.18,22020.15,25945.35,3870.9837,38593.52
2019/9/26,2977.62,7351.08,5620.57,12288.54,22048.24,26041.93,3841.1388,38989.74
2019/9/27,2961.79,7426.21,5640.58,12380.94,21878.9,25954.81,3852.6534,38822.57
2019/9/30,2976.74,7408.21,5677.79,12428.08,21755.84,26092.27,3814.5282,38667.33
2019/10/7,,,,,,,,37531.98
2019/10/8,2893.06,7143.15,5456.62,11970.2,21587.78,25893.4,3837.6791,
2019/10/9,2919.4,7166.5,5499.14,12094.26,21456.38,25682.81,3843.2392,38177.95
2019/10/10,2938.13,7186.36,5569.05,12164.2,21551.98,25707.93,3874.6391,37880.4
2019/10/11,2970.27,7247.08,5665.48,12511.65,21798.87,26308.44,3911.7253,38127.08
2019/10/14,2966.15,7213.45,5643.08,12486.56,,26521.85,3953.2411,38214.47
2019/10/15,2995.68,7211.64,5702.05,12629.79,22207.21,26503.93,3936.2498,38506.09
2019/10/16,2989.69,7167.95,5696.9,12670.11,22472.92,26664.28,3922.6854,38598.99
2019/10/17,2997.95,7182.32,5673.07,12654.95,22451.86,26848.49,3925.2216,39052.06
2019/10/18,2986.2,7150.57,5636.25,12633.6,22492.68,26719.58,3869.3777,39298.38
2019/10/21,3006.72,7163.64,5648.35,12747.96,22548.9,26725.68,3880.8398,
2019/10/22,2995.99,7212.49,5657.69,12754.69,,26786.2,3895.8809,38963.84
2019/10/23,3004.52,7260.74,5653.44,12798.19,22625.38,26566.73,3871.0848,39058.83
2019/10/24,3010.29,7328.25,5684.33,12872.1,22750.6,26797.95,3870.6678,39020.39
2019/10/25,3022.55,7324.47,5722.15,12894.51,22799.81,26667.39,3896.7923,39058.06
2019/10/28,3039.42,7331.28,5730.57,12941.71,22867.27,26891.26,3926.585,
2019/10/29,3036.89,7306.26,5740.14,12939.62,22974.13,26786.76,3910.226,39831.84
2019/10/30,3046.77,7330.78,5765.87,12910.23,22843.12,26667.71,3891.2255,40051.87
2019/10/31,3037.56,7248.38,5729.86,12866.79,22927.04,26906.72,3886.7519,40129.05
2019/11/1,3066.91,7302.42,5761.89,12961.05,22850.77,27100.76,3952.3872,40165.03
2019/11/4,3078.27,7369.69,5824.3,13136.28,,27547.3,3978.1216,40301.96
2019/11/5,3074.62,7388.08,5846.89,13148.5,23251.99,27683.4,4002.8128,40248.23
2019/11/6,3076.78,7396.65,5866.74,13179.89,23303.82,27688.64,3984.8816,40469.78
2019/11/7,3085.18,7406.41,5890.99,13289.46,23330.32,27847.23,3991.8749,40653.74
2019/11/8,3093.08,7359.38,5889.7,13228.56,23391.87,27651.14,3973.0107,40323.61
2019/11/11,3087.01,7328.54,5893.82,13198.37,23331.84,26926.55,3902.9783,40345.08
2019/11/12,3091.84,7365.44,5919.75,13283.51,23520.01,27065.28,3903.6888,
2019/11/13,3094.04,7351.21,5907.09,13230.07,23319.87,26571.46,3899.9815,40116.06
2019/11/14,3096.63,7292.76,5901.08,13180.23,23141.55,26323.69,3905.857,40286.48
2019/11/15,3120.46,7302.94,5939.27,13241.75,23303.32,26326.66,3877.0892,40356.69
2019/11/18,3122.03,7307.7,5929.79,13207.01,23416.76,26681.09,3907.9291,40284.19
2019/11/19,3120.18,7323.8,5909.05,13221.12,23292.65,27093.8,3947.0392,40469.7
2019/11/20,3108.46,7262.49,5894.03,13158.14,23148.57,26889.61,3907.8641,40651.64
2019/11/21,3103.54,7238.55,5881.21,13137.7,23038.58,26466.88,3889.598,40575.17
2019/11/22,3110.29,7326.81,5893.13,13163.88,23112.88,26595.08,3849.9948,40359.41
2019/11/25,3133.64,7396.29,5924.86,13246.45,23292.81,26993.04,3878.2061,40889.23
2019/11/26,3140.52,7403.14,5929.62,13236.42,23373.32,26913.92,3891.6533,40821.3
2019/11/27,3153.63,7429.78,5926.84,13287.07,23437.77,26954,3875.6186,41020.61
2019/11/28,,7416.43,5912.72,13245.58,23409.14,26893.73,3862.3029,41130.17
2019/11/29,3140.98,7346.53,5905.17,13236.38,23293.91,26346.49,3828.6706,40793.81
2019/12/2,3113.87,7285.94,5786.74,12964.68,23529.5,26444.72,3836.0589,40802.17
2019/12/3,3093.2,7158.76,5727.22,12989.29,23379.81,26391.3,3851.0873,40675.45
2019/12/4,3112.76,7188.5,5799.68,13140.57,23135.23,26062.56,3849.819,40850.29
2019/12/5,3117.43,7137.85,5801.55,13054.8,23300.09,26217.04,3879.3638,40779.59
2019/12/6,3145.91,7239.66,5871.91,13166.58,23354.4,26498.37,3902.3853,40445.15
2019/12/9,3135.96,7233.9,5837.25,13105.61,23430.7,26494.73,3895.4468,40487.43
2019/12/10,3132.52,7213.76,5848.03,13070.72,23410.19,26436.62,3900.3843,40239.88
2019/12/11,3141.63,7216.25,5860.88,13146.74,23391.86,26645.43,3902.7492,40412.57
2019/12/12,3168.57,7273.47,5884.26,13221.64,23424.81,26994.14,3891.0242,40581.71
2019/12/13,3168.8,7353.44,5919.02,13282.72,24023.1,27687.76,3968.2211,41009.71
2019/12/16,3191.45,7519.05,5991.66,13407.66,23952.35,27508.09,3987.5464,40938.72
2019/12/17,3192.52,7525.28,5968.26,13287.83,24066.12,27843.71,4041.7996,41352.17
2019/12/18,3191.14,7540.75,5959.6,13222.16,23934.43,27884.21,4032.7826,41558.57
2019/12/19,3205.37,7573.82,5972.28,13211.96,23864.85,27800.49,4027.1495,41673.92
2019/12/20,3221.22,7582.48,6021.53,13318.9,23816.63,27871.35,4017.2527,41681.54
2019/12/23,3224.01,7623.59,6029.37,13300.98,23821.11,27906.41,3967.0962,41642.66
2019/12/24,3223.38,7632.24,6029.55,,23830.58,27864.21,3992.9581,41461.26
2019/12/25,,,,,23782.87,,3990.8671,
2019/12/26,3239.91,,,,23924.92,,4025.9879,41163.76
2019/12/27,3240.02,7644.9,6037.39,13337.11,23837.72,28225.42,4022.0278,41575.14
2019/12/30,3221.29,7587.05,5982.22,13249.01,23656.62,28319.39,4081.6334,41558
2019/12/31,3230.78,7542.44,5978.06,,,28189.75,4096.5821,41253.74
2020/1/2,3257.85,7604.3,6041.5,13385.93,,28543.52,4152.2408,41626.64
2020/1/3,3234.85,7622.4,6044.16,13219.14,,28451.5,4144.9649,41464.61
2020/1/6,3246.28,7575.34,6013.59,13126.99,23204.86,28226.19,4129.2954,40676.63
2020/1/7,3237.18,7573.85,6012.35,13226.83,23575.72,28322.06,4160.2274,40869.47
2020/1/8,3253.05,7574.93,6031,13320.18,23204.76,28087.92,4112.3172,40817.74
2020/1/9,3274.7,7598.12,6042.55,13495.06,23739.87,28561,4164.3697,41452.35
2020/1/10,3265.35,7587.85,6037.11,13483.31,23850.57,28638.2,4163.1849,41599.72
2020/1/13,3288.13,7617.6,6036.14,13451.52,,28954.94,4203.9883,41859.69
2020/1/14,3283.15,7622.35,6040.89,13456.49,24025.17,28885.14,4189.8862,41952.63
2020/1/15,3289.29,7642.8,6032.61,13432.3,23916.58,28773.59,4166.7344,41872.73
2020/1/16,3316.81,7609.81,6039.03,13429.43,23933.13,28883.04,4149.0434,41932.56
2020/1/17,3329.62,7674.56,6100.72,13526.13,24041.26,29056.42,4154.853,41945.37
2020/1/20,,7651.44,6078.54,13548.94,24083.51,28795.91,4185.8304,41528.91
2020/1/21,3320.79,7610.7,6045.99,13555.87,23864.56,27985.33,4114.3085,41323.81
2020/1/22,3321.75,7571.92,6010.98,13515.75,24031.35,28341.04,4131.9311,41115.38
2020/1/23,3325.54,7507.67,5971.79,13388.42,23795.44,27909.12,4003.9013,41386.4
2020/2/3,3248.92,7326.31,5832.51,13045.19,22971.94,26356.98,3688.3578,39872.31
2020/2/4,3297.59,7439.82,5935.05,13281.74,23084.59,26675.98,3785.6376,40789.38
2020/2/5,3334.69,7482.48,5985.4,13478.33,23319.56,26786.74,3828.5272,41142.66
2020/2/6,3345.78,7504.79,6038.18,13574.82,23873.59,27493.7,3899.7751,41306.03
2020/2/7,3327.71,7466.7,6029.75,13513.81,23827.98,27404.27,3899.8693,41141.85
2020/2/10,3352.09,7446.88,6015.67,13494.03,23685.98,27241.34,3916.0052,40979.62
2020/2/11,3357.75,7499.44,6054.76,13627.84,,27583.88,3952.4643,41216.14
2020/2/12,3379.45,7534.37,6104.73,13749.78,23861.21,27823.66,3984.4325,41565.9
2020/2/13,3373.94,7452.03,6093.14,13745.43,23827.73,27730,3959.9188,41459.79
2020/2/14,3380.16,7409.13,6069.35,13744.21,23687.59,27815.6,3987.7342,41257.74
2020/2/17,,7433.25,6085.95,13783.89,23523.24,27959.6,4077.4241,41055.69
2020/2/18,3370.29,7382.01,6056.82,13681.19,23193.8,27530.2,4057.5108,40894.38
2020/2/19,3386.15,7457.02,6111.24,13789,23400.7,27655.81,4051.3107,41323
2020/2/20,3373.23,7436.64,6062.3,13664,23479.15,27609.16,4144.6561,41170.12
2020/2/21,3337.75,7403.92,6029.72,13579.33,23386.74,27308.81,4149.4903,
2020/2/24,3225.89,7156.83,5791.87,13035.24,,26820.88,4132.8388,40363.23
2020/2/25,3128.21,7017.88,5679.68,12790.49,22605.41,26893.23,4123.8543,40281.2
2020/2/26,3116.39,7042.47,5684.55,12774.88,22426.19,26696.49,4073.0152,39888.96
2020/2/27,2978.76,6796.4,5495.6,12367.46,21948.23,26778.62,4084.8759,39745.66
2020/2/28,2954.22,6580.61,5309.9,11890.35,21142.96,26129.93,3940.0488,38297.29
2020/3/2,3090.23,6654.89,5333.52,11857.87,21344.08,26291.68,4069.6662,38144.02
2020/3/3,3003.37,6718.2,5393.17,11985.39,21082.73,26284.82,4091.3615,38623.7
2020/3/4,3130.12,6815.59,5464.89,12127.69,21100.06,26222.07,4115.0524,38409.48
2020/3/5,3023.94,6705.43,5361.1,11944.72,21329.12,26767.87,4206.7251,38470.61
2020/3/6,2972.37,6462.55,5139.11,11541.87,20749.75,26146.67,4138.5072,37576.62
2020/3/9,2746.56,5965.77,4707.91,10625.02,19698.76,25040.46,3997.1325,35634.95
2020/3/10,2882.23,5960.23,4636.61,10475.49,19867.12,25392.51,4082.7315,
2020/3/11,2741.38,5876.52,4610.25,10438.68,19416.06,25231.61,4028.4289,35697.4
2020/3/12,2480.64,5237.48,4044.26,9161.13,18559.63,24309.07,3950.9111,32778.14
2020/3/13,2711.02,5366.11,4118.36,9232.08,17431.05,24032.91,3895.3128,34103.48
2020/3/16,2386.13,5151.08,3881.46,8742.25,17002.04,23063.57,3727.8398,31390.07
2020/3/17,2529.19,5294.9,3991.78,8939.1,17011.53,23263.73,3709.6822,30579.09
2020/3/18,2398.1,5080.58,3754.84,8441.71,16726.55,22291.82,3636.2565,28869.51
2020/3/19,2409.39,5151.61,3855.5,8610.43,16552.83,21709.13,3589.0926,28288.23
2020/3/20,2304.92,5190.78,4048.8,8928.95,,22805.07,3653.2239,29915.96
2020/3/23,2237.4,4993.89,3914.31,8741.15,16887.78,21696.13,3530.3058,25981.24
2020/3/24,2447.33,5446.01,4242.7,9700.57,18092.35,22663.49,3625.1146,26674.03
2020/3/25,2475.56,5688.2,4432.3,9874.26,19546.63,23527.19,3722.5181,28535.78
2020/3/26,2630.07,5815.73,4543.58,10000.96,18664.6,23352.34,3698.0472,29946.77
2020/3/27,2541.47,5510.33,4351.49,9632.52,19389.43,23484.28,3710.0605,29815.59
2020/3/30,2626.65,5563.74,4378.51,9815.97,19084.97,23175.11,3674.1108,28440.32
2020/3/31,2584.59,5671.96,4396.12,9935.84,18917.01,23603.48,3686.1551,29468.49
2020/4/1,2470.5,5454.57,4207.24,9544.75,18065.41,23085.79,3675.0758,28265.31
2020/4/2,2526.9,5480.22,4220.96,9570.82,17818.72,23280.06,3734.5306,
2020/4/3,2488.65,5415.5,4154.58,9525.77,17820.19,23236.11,3713.2183,27590.95
2020/4/7,2659.41,5704.45,4438.27,10356.7,18950.18,24253.29,3798.0214,30067.21
2020/4/8,2749.98,5677.73,4442.75,10332.89,19353.24,23970.37,3780.3445,29893.96
2020/4/9,2789.82,5842.66,4506.85,10564.74,19345.77,24300.33,3792.8105,31159.62
2020/4/10,,,,,19498.5,,3769.1782,
2020/4/13,2761.63,,,,19043.4,,3753.2566,30690.02
2020/4/14,2846.06,5791.31,4523.91,10696.56,19638.81,24435.4,3825.6991,
2020/4/15,2783.36,5597.65,4353.72,10279.76,19550.09,24145.34,3797.3623,30379.81
2020/4/16,2799.55,5628.43,4350.16,10301.54,19290.2,24006.45,3802.3806,30602.61
2020/4/17,2874.56,5786.96,4499.01,10625.78,19897.26,24380,3839.4871,31588.72
2020/4/20,2823.16,5812.83,4528.3,10675.9,19669.12,24330.02,3853.4551,31648
2020/4/21,2736.56,5641.03,4357.46,10249.85,19280.78,23793.55,3808.0474,30636.71
2020/4/22,2799.31,5770.63,4411.8,10415.03,19137.95,23893.36,3839.3834,31379.55
2020/4/23,2797.8,5826.61,4451,10513.79,19429.44,23977.32,3829.7525,31863.08
2020/4/24,2836.74,5752.23,4393.32,10336.09,19262,23831.33,3796.9721,31327.22
2020/4/27,2878.48,5846.79,4505.26,10659.99,19783.22,24280.14,3822.769,31743.08
2020/4/28,2863.39,5958.5,4569.79,10795.63,19771.19,24575.96,3849.1465,32114.52
2020/4/29,2939.51,6115.25,4671.11,11107.74,,24643.59,3867.032,32720.16
2020/4/30,2912.43,5901.21,4572.18,10861.64,20193.69,,3912.5772,33717.62
2020/5/1,,,,,19619.35,,,
2020/5/6,2848.42,5853.76,4433.38,10606.2,,24137.48,3936.2539,31685.75
2020/5/7,2881.19,5935.98,4501.44,10759.27,19674.77,23980.63,3924.8946,31443.38
2020/5/8,2929.8,,4549.64,10904.48,20179.09,24230.17,3963.6217,31642.7
2020/5/11,2930.32,5939.73,4490.22,10824.99,20390.66,24602.06,3960.1803,31561.22
2020/5/12,2870.12,5994.77,4472.5,10819.5,20366.48,24245.68,3960.2378,31371.12
2020/5/13,2820,5904.05,4344.95,10542.66,20267.05,24180.3,3968.2529,32008.61
2020/5/14,2852.5,5741.54,4273.13,10337.02,19914.78,23829.74,3925.2177,31122.89
2020/5/15,2863.7,5799.77,4277.63,10465.17,20037.47,23797.47,3912.8159,31097.73
2020/5/18,2953.91,6048.59,4498.34,11058.87,20133.73,23934.77,3922.9117,30028.98
2020/5/19,2922.94,6002.23,4458.16,11075.29,20433.45,24388.13,3956.2495,30196.17
2020/5/20,2971.61,6067.16,4496.98,11223.71,20595.15,24399.95,3935.222,30818.61
2020/5/21,2948.51,6015.25,4445.45,11065.93,20552.31,24280.03,3913.7949,30932.9
2020/5/22,2955.45,5993.28,4444.56,11073.87,20388.16,22930.14,3824.064,30672.59
2020/5/25,,,4539.91,11391.28,20741.65,22952.24,3829.3245,
2020/5/26,2991.77,6067.76,4606.24,11504.65,21271.17,23384.66,3872.7701,30609.3
2020/5/27,3036.13,6144.25,4688.74,11657.69,21419.23,23301.36,3845.6135,31605.22
2020/5/28,3029.73,6218.79,4771.39,11781.13,21916.31,23132.76,3856.6324,32200.59
2020/5/29,3044.31,6076.6,4695.44,11586.85,21877.89,22961.47,3867.0232,32424.1
2020/6/1,3055.73,6166.42,4762.78,,22062.39,23732.52,3971.3402,33303.52
2020/6/2,3080.82,6220.14,4858.97,12021.28,22325.61,23995.94,3983.5677,33825.53
2020/6/3,3122.87,6382.41,5022.38,12487.36,22613.76,24325.62,3983.6477,34109.54
2020/6/4,3112.35,6341.44,5011.98,12430.56,22695.74,24366.3,3982.1851,33980.7
2020/6/5,3193.93,6484.3,5197.79,12847.68,22863.73,24770.41,4001.2509,34287.24
2020/6/8,3232.39,6472.59,5175.52,12819.59,23178.1,24776.77,4021.9549,34370.58
2020/6/9,3207.18,6335.72,5095.11,12617.99,23091.03,25057.22,4047.0293,33956.69
2020/6/10,3190.14,6329.13,5053.42,12530.16,23124.95,25049.73,4039.7051,34247.05
2020/6/11,3002.1,6076.7,4815.6,11970.29,22472.91,24480.15,3995.8846,33538.37
2020/6/12,3041.31,6105.18,4839.26,11949.28,22305.48,24301.38,4003.0829,33780.89
2020/6/15,3066.59,6064.7,4815.72,11911.35,21530.95,23776.95,3954.9883,33228.8
2020/6/16,3124.74,6242.79,4952.46,12315.66,22582.21,24344.09,4014.5702,33605.22
2020/6/17,3113.49,6253.25,4995.97,12382.14,22455.76,24481.41,4017.5941,33507.92
2020/6/18,3115.34,6224.07,4958.75,12281.53,22355.46,24464.94,4044.3842,34208.05
2020/6/19,3097.74,6292.6,4979.45,12330.76,22478.79,24643.89,4098.7095,34731.73
2020/6/22,3117.86,6244.62,4948.7,12262.97,22437.27,24511.34,4102.0459,34911.32
2020/6/23,3131.29,6320.12,5017.68,12523.76,22549.05,24907.34,4121.7944,35430.43
2020/6/24,3050.33,6123.69,4871.36,12093.94,22534.32,24781.58,4138.9895,34868.98
2020/6/29,3053.24,6225.77,4945.46,12232.12,21995.04,24301.28,4109.7164,34961.52
2020/6/30,3100.29,6169.74,4935.99,12310.93,22288.14,24427.19,4163.9637,34915.8
2020/7/1,3115.86,6157.96,4926.94,12260.57,22121.73,,4247.7835,35414.45
2020/7/2,3130.01,6240.36,5049.38,12608.46,22145.96,25124.19,4335.8445,35843.7
2020/7/3,,6157.3,5007.14,12528.18,22306.48,25373.12,4419.5955,36021.42
2020/7/6,3179.72,6285.94,5081.51,12733.45,22714.44,26339.16,4670.0949,36487.28
2020/7/7,3145.32,6189.9,5043.73,12616.8,22614.69,25975.66,4698.1264,36674.52
2020/7/8,3169.94,6156.16,4981.13,12494.81,22438.65,26129.18,4774.0042,36329.01
2020/7/9,3152.05,6049.62,4921.01,12489.46,22529.29,26210.16,4840.7712,36737.69
2020/7/10,3185.04,6095.41,4970.48,12633.71,22290.81,25727.41,4753.1333,36594.33
2020/7/13,3155.22,6176.19,5056.23,12799.97,22784.74,25772.12,4852.9612,36693.69
2020/7/14,3197.52,6179.75,5007.46,12697.36,22587.01,25477.89,4806.6902,36033.06
2020/7/15,3226.56,6292.65,5108.98,12930.98,22945.5,25481.58,4744.4687,36051.81
2020/7/16,3215.57,6250.69,5085.28,12874.97,22770.36,24970.69,4516.2532,36471.68
2020/7/17,3224.73,6290.3,5069.42,12919.61,22696.42,25089.17,4544.7007,37020.14
2020/7/20,3251.84,6261.52,5093.18,13046.92,22717.48,25057.99,4680.3046,37418.99
2020/7/21,3257.3,6269.73,5104.28,13171.83,22884.22,25635.66,4691.0425,37930.33
2020/7/22,3276.02,6207.1,5037.12,13104.25,22751.61,25057.94,4714.4454,37871.52
2020/7/23,3235.66,6211.44,5033.76,13103.39,,25263,4712.4357,38140.47
2020/7/24,3215.63,6123.82,4956.43,12838.06,,24705.33,4505.5906,38128.9
2020/7/27,3239.41,6104.88,4939.62,12838.66,22715.85,24603.26,4528.45,37934.73
2020/7/28,3218.44,6129.26,4928.94,12835.28,22657.38,24772.76,4568.2576,38492.95
2020/7/29,3258.44,6131.46,4958.74,12822.26,22397.11,24883.14,4679.008,38071.13
2020/7/30,3246.22,5989.99,4852.94,12379.65,22339.23,24710.59,4656.1506,37736.07
2020/7/31,3271.12,5897.76,4783.69,12313.36,21710,24595.35,4695.0462,37606.89
2020/8/3,3294.61,6032.85,4875.93,12646.98,22195.38,24458.13,4771.3108,36939.6
2020/8/4,3306.51,6036,4889.52,12600.87,22573.66,24946.63,4775.8024,37687.91
2020/8/5,3327.77,6104.72,4933.34,12660.25,22514.85,25102.54,4777.1089,37663.33
2020/8/6,3349.16,6026.94,4885.13,12591.68,22418.15,24930.58,4762.7642,38025.45
2020/8/7,3351.28,6032.18,4889.52,12674.88,22329.94,24531.62,4707.9262,38040.57
2020/8/10,3360.47,6050.59,4909.51,12687.53,,24377.43,4724.8697,38182.08
2020/8/11,3333.69,6154.34,5027.99,12946.89,22750.24,24890.68,4681.7837,38407.01
2020/8/12,3380.35,6280.12,5073.31,13058.63,22843.96,25244.02,4647.6446,38369.63
2020/8/13,3373.43,6185.62,5042.38,12993.71,23249.61,25230.67,4635.7126,38310.49
2020/8/14,3372.85,6090.04,4962.93,12901.34,23289.36,25183.01,4704.6288,37877.34
2020/8/17,3381.99,6127.44,4971.94,12920.66,23096.75,25347.34,4815.2261,38050.78
2020/8/18,3389.78,6076.62,4938.06,12881.76,23051.08,25367.38,4812.7564,38528.32
2020/8/19,3374.85,6111.98,4977.23,12977.33,23110.61,25178.91,4740.6784,38614.79
2020/8/20,3385.51,6013.34,4911.24,12830,22880.62,24791.39,4679.1544,38220.39
2020/8/21,3397.16,6001.89,4896.33,12764.8,22920.3,25113.84,4718.8431,38434.72
2020/8/24,3431.28,6104.73,5007.89,13066.54,22985.51,25551.58,4755.8491,38799.08
2020/8/25,3443.62,6037.01,5008.27,13061.62,23296.77,25486.22,4761.9507,38843.88
2020/8/26,3478.73,6045.6,5048.43,13190.15,23290.86,25491.79,4706.1302,39073.92
2020/8/27,3484.55,5999.99,5015.97,13096.36,23208.86,25281.15,4731.3451,39113.47
2020/8/28,3508.01,5963.57,5002.94,13033.2,22882.65,25422.06,4844.2652,39467.31
2020/8/31,3500.31,,4947.22,12945.38,23139.76,25177.05,4816.2153,38628.29
2020/9/1,3526.65,5862.05,4938.1,12974.25,23138.07,25184.85,4842.1223,38900.8
2020/9/2,3580.84,5940.95,5031.74,13243.43,23247.15,25120.09,4843.887,39086.03
2020/9/3,3455.06,5850.86,5009.52,13057.77,23465.53,25007.6,4817.0952,38990.94
2020/9/4,3426.96,5799.08,4965.07,12842.66,23205.43,24695.45,4770.219,38357.18
2020/9/7,,5937.4,5053.72,13100.28,23089.95,24589.65,4669.3677,38417.23
2020/9/8,3331.84,5930.3,4973.52,12968.33,23274.13,24624.34,4694.3894,38365.35
2020/9/9,3398.96,6012.84,5042.98,13237.21,23032.54,24468.93,4584.5887,38193.92
2020/9/10,3339.19,6003.32,5023.93,13208.89,23235.47,24313.54,4581.9775,38840.32
2020/9/11,3340.97,6032.09,5034.14,13202.84,23406.49,24503.31,4627.2826,38854.55
2020/9/14,3383.54,6026.25,5051.88,13193.66,23559.3,24640.28,4651.0507,38756.63
2020/9/15,3401.2,6105.54,5067.93,13217.67,23454.89,24732.76,4688.4826,39044.35
2020/9/16,3385.49,6078.48,5074.42,13255.37,23475.53,24725.63,4657.3584,39302.85
2020/9/17,3357.01,6049.92,5039.5,13208.12,23319.37,24340.85,4632.7142,38979.85
2020/9/18,3319.47,6007.05,4978.18,13116.25,23360.3,24455.41,4737.0887,38845.82
2020/9/21,3281.06,5804.29,4792.04,12542.44,,23950.69,4691.4281,38034.14
2020/9/22,3315.57,5829.46,4772.84,12594.39,,23716.85,4635.7608,37734.08
2020/9/23,3236.92,5899.26,4802.26,12642.97,23346.49,23742.51,4652.3273,37668.42
2020/9/24,3246.59,5822.78,4762.62,12606.57,23087.82,23311.07,4563.0657,36553.6
2020/9/25,3298.46,5842.67,4729.66,12469.2,23204.62,23235.42,4570.0216,37388.66
2020/9/28,3351.6,5927.93,4843.27,12870.87,23511.62,23476.05,4581.9085,37981.63
2020/9/29,3335.47,5897.5,4832.07,12825.82,23539.1,23275.53,4591.7993,37973.22
2020/9/30,3363,5866.1,4803.44,12760.73,23185.12,23459.05,4587.3953,38067.93
2020/10/9,3477.13,6016.65,4946.81,13051.23,23619.69,24119.13,4681.1412,40509.49
